Current (A),Voltage (V),Electron current (pA)
-2.624E-11,73.430,26.243
-2.626E-11,73.445,26.263
-2.629E-11,73.468,26.288
-2.632E-11,73.483,26.324
-2.637E-11,73.495,26.368
-2.641E-11,73.513,26.407
-2.645E-11,73.527,26.452
-2.650E-11,73.541,26.497
-2.655E-11,73.565,26.549
-2.660E-11,73.581,26.600
-2.667E-11,73.606,26.665
-2.673E-11,73.633,26.735
-2.682E-11,73.651,26.824
-2.693E-11,73.670,26.927
-2.703E-11,73.685,27.027
-2.712E-11,73.700,27.123
-2.723E-11,73.736,27.229
-2.734E-11,73.764,27.343
-2.747E-11,73.781,27.466
-2.759E-11,73.801,27.595
-2.773E-11,73.836,27.733
-2.789E-11,73.855,27.889
-2.805E-11,73.867,28.049
-2.820E-11,73.888,28.200
-2.835E-11,73.933,28.347
-2.852E-11,73.970,28.525
-2.876E-11,73.989,28.757
-2.901E-11,74.005,29.008
-2.923E-11,74.016,29.234
-2.942E-11,74.034,29.424
-2.960E-11,74.057,29.595
-2.978E-11,74.085,29.776
-2.996E-11,74.091,29.961
-3.015E-11,74.102,30.149
-3.032E-11,74.113,30.325
-3.048E-11,74.127,30.483
-3.064E-11,74.157,30.641
-3.081E-11,74.171,30.808
-3.100E-11,74.201,31.000
-3.121E-11,74.218,31.214
-3.145E-11,74.235,31.448
-3.168E-11,74.253,31.682
-3.190E-11,74.262,31.899
-3.209E-11,74.261,32.091
-3.225E-11,74.266,32.254
-3.238E-11,74.268,32.378
-3.247E-11,74.270,32.473
-3.256E-11,74.270,32.555
-3.263E-11,74.280,32.627
-3.270E-11,74.306,32.699
-3.281E-11,74.324,32.814
-3.297E-11,74.344,32.973
-3.317E-11,74.355,33.173
-3.338E-11,74.358,33.376
-3.356E-11,74.359,33.558
-3.370E-11,74.361,33.697
-3.380E-11,74.363,33.800
-3.387E-11,74.354,33.868
-3.392E-11,74.364,33.918
-3.395E-11,74.362,33.953
-3.399E-11,74.376,33.986
-3.404E-11,74.402,34.037
-3.415E-11,74.434,34.148
-3.435E-11,74.463,34.349
-3.464E-11,74.481,34.636
-3.496E-11,74.497,34.960
-3.525E-11,74.525,35.251
-3.556E-11,74.569,35.557
-3.593E-11,74.604,35.930
-3.634E-11,74.630,36.342
-3.679E-11,74.672,36.790
-3.726E-11,74.715,37.265
-3.777E-11,74.737,37.766
-3.826E-11,74.750,38.263
-3.872E-11,74.755,38.715
-3.909E-11,74.755,39.090
-3.935E-11,74.758,39.354
-3.952E-11,74.759,39.519
-3.963E-11,74.761,39.631
-3.971E-11,74.807,39.710
-3.989E-11,74.894,39.892
-4.034E-11,74.946,40.337
-4.106E-11,74.977,41.058
-4.181E-11,74.991,41.805
-4.246E-11,75.003,42.460
-4.298E-11,75.009,42.975
-4.333E-11,75.040,43.331
-4.366E-11,75.058,43.655
-4.398E-11,75.073,43.978
-4.429E-11,75.095,44.294
-4.464E-11,75.108,44.639
-4.496E-11,75.109,44.960
-4.522E-11,75.113,45.222
-4.542E-11,75.112,45.419
-4.555E-11,75.114,45.554
-4.564E-11,75.135,45.641
-4.575E-11,75.165,45.747
-4.594E-11,75.187,45.944
-4.624E-11,75.203,46.245
-4.659E-11,75.209,46.594
-4.689E-11,75.211,46.892
-4.712E-11,75.238,47.118
-4.735E-11,75.277,47.351
-4.767E-11,75.298,47.671
-4.804E-11,75.302,48.041
-4.841E-11,75.315,48.411
-4.873E-11,75.319,48.727
-4.896E-11,75.324,48.965
-4.914E-11,75.324,49.143
-4.927E-11,75.342,49.270
-4.939E-11,75.352,49.392
-4.954E-11,75.367,49.540
-4.972E-11,75.382,49.721
-4.993E-11,75.403,49.930
-5.017E-11,75.414,50.170
-5.046E-11,75.430,50.456
-5.074E-11,75.446,50.744
-5.101E-11,75.450,51.011
-5.125E-11,75.452,51.246
-5.144E-11,75.460,51.437
-5.159E-11,75.479,51.593
-5.176E-11,75.488,51.760
-5.194E-11,75.501,51.943
-5.216E-11,75.505,52.155
-5.236E-11,75.512,52.360
-5.254E-11,75.517,52.543
-5.269E-11,75.530,52.686
-5.282E-11,75.554,52.824
-5.301E-11,75.576,53.010
-5.326E-11,75.580,53.262
-5.354E-11,75.588,53.542
-5.378E-11,75.589,53.776
-5.395E-11,75.589,53.948
-5.407E-11,75.600,54.068
-5.417E-11,75.637,54.172
-5.438E-11,75.670,54.380
-5.472E-11,75.684,54.721
-5.511E-11,75.688,55.113
-5.545E-11,75.690,55.449
-5.570E-11,75.690,55.698
-5.586E-11,75.687,55.857
-5.594E-11,75.690,55.941
-5.598E-11,75.688,55.985
-5.601E-11,75.689,56.007
-5.601E-11,75.689,56.010
-5.602E-11,75.692,56.016
-5.603E-11,75.695,56.031
-5.606E-11,75.697,56.062
-5.609E-11,75.711,56.093
-5.613E-11,75.705,56.126
-5.617E-11,75.713,56.166
-5.623E-11,75.722,56.233
-5.633E-11,75.728,56.328
-5.646E-11,75.743,56.455
-5.661E-11,75.763,56.610
-5.682E-11,75.776,56.818
-5.706E-11,75.779,57.056
-5.729E-11,75.783,57.290
-5.748E-11,75.788,57.477
-5.762E-11,75.790,57.618
-5.773E-11,75.787,57.725
-5.779E-11,75.794,57.791
-5.785E-11,75.798,57.854
-5.791E-11,75.802,57.910
-5.798E-11,75.807,57.978
-5.806E-11,75.811,58.060
-5.814E-11,75.811,58.136
-5.820E-11,75.816,58.200
-5.826E-11,75.820,58.260
-5.831E-11,75.825,58.314
-5.838E-11,75.828,58.379
-5.844E-11,75.831,58.442
-5.850E-11,75.831,58.505
-5.855E-11,75.834,58.555
-5.860E-11,75.855,58.597
-5.866E-11,75.850,58.663
-5.876E-11,75.856,58.759
-5.886E-11,75.850,58.857
-5.894E-11,75.863,58.937
-5.903E-11,75.879,59.029
-5.915E-11,75.888,59.152
-5.930E-11,75.890,59.300
-5.945E-11,75.892,59.449
-5.956E-11,75.888,59.565
-5.964E-11,75.895,59.644
-5.970E-11,75.905,59.705
-5.978E-11,75.930,59.776
-5.993E-11,75.959,59.929
-6.019E-11,75.961,60.186
-6.048E-11,75.972,60.484
-6.075E-11,75.982,60.750
-6.098E-11,75.996,60.984
-6.120E-11,76.004,61.201
-6.140E-11,76.020,61.404
-6.162E-11,76.045,61.619
-6.187E-11,76.057,61.871
-6.217E-11,76.064,62.165
-6.245E-11,76.072,62.445
-6.268E-11,76.078,62.680
-6.287E-11,76.094,62.867
-6.306E-11,76.116,63.060
-6.329E-11,76.126,63.291
-6.355E-11,76.140,63.548
-6.381E-11,76.149,63.811
-6.407E-11,76.152,64.067
-6.429E-11,76.161,64.285
-6.446E-11,76.175,64.456
-6.459E-11,76.181,64.589
-6.474E-11,76.191,64.743
-6.493E-11,76.205,64.932
-6.519E-11,76.234,65.185
-6.552E-11,76.257,65.517
-6.591E-11,76.278,65.908
-6.630E-11,76.304,66.302
-6.670E-11,76.342,66.702
-6.716E-11,76.359,67.157
-6.762E-11,76.368,67.621
-6.804E-11,76.373,68.041
-6.837E-11,76.381,68.372
-6.860E-11,76.380,68.602
-6.876E-11,76.382,68.757
-6.886E-11,76.390,68.856
-6.894E-11,76.404,68.940
-6.905E-11,76.413,69.049
-6.919E-11,76.416,69.187
-6.932E-11,76.425,69.317
-6.945E-11,76.430,69.452
-6.957E-11,76.435,69.575
-6.969E-11,76.439,69.687
-6.979E-11,76.441,69.786
-6.985E-11,76.442,69.855
-6.990E-11,76.448,69.900
-6.993E-11,76.443,69.930
-6.994E-11,76.446,69.938
-6.995E-11,76.453,69.948
-6.998E-11,76.460,69.981
-7.004E-11,76.465,70.036
-7.012E-11,76.481,70.119
-7.024E-11,76.494,70.237
-7.039E-11,76.504,70.386
-7.056E-11,76.513,70.557
-7.073E-11,76.518,70.731
-7.088E-11,76.528,70.882
-7.101E-11,76.536,71.011
-7.114E-11,76.551,71.136
-7.129E-11,76.571,71.295
-7.151E-11,76.582,71.511
-7.176E-11,76.589,71.759
-7.200E-11,76.600,71.995
-7.220E-11,76.614,72.197
-7.239E-11,76.632,72.387
-7.261E-11,76.653,72.607
-7.285E-11,76.662,72.849
-7.311E-11,76.662,73.108
-7.331E-11,76.655,73.312
-7.343E-11,76.656,73.433
-7.347E-11,76.652,73.469
-7.347E-11,76.690,73.466
-7.356E-11,76.725,73.558
-7.382E-11,76.760,73.818
-7.422E-11,76.787,74.220
-7.469E-11,76.808,74.687
-7.516E-11,76.829,75.162
-7.561E-11,76.851,75.610
-7.603E-11,76.870,76.032
-7.640E-11,76.898,76.400
-7.677E-11,76.904,76.768
-7.711E-11,76.913,77.109
-7.739E-11,76.918,77.385
-7.760E-11,76.926,77.603
-7.778E-11,76.929,77.778
-7.790E-11,76.934,77.904
-7.800E-11,76.928,77.999
-7.804E-11,76.934,78.043
-7.807E-11,76.932,78.072
-7.808E-11,76.932,78.081
-7.808E-11,76.930,78.082
-7.807E-11,76.931,78.069
-7.805E-11,76.932,78.049
-7.802E-11,76.932,78.023
-7.800E-11,76.930,78.005
-7.798E-11,76.935,77.983
-7.796E-11,76.934,77.959
-7.794E-11,76.944,77.943
-7.796E-11,76.957,77.964
-7.801E-11,76.957,78.008
-7.807E-11,76.969,78.074
-7.816E-11,76.978,78.160
-7.826E-11,76.991,78.265
-7.838E-11,76.983,78.384
-7.850E-11,76.995,78.497
-7.859E-11,77.003,78.586
-7.869E-11,77.019,78.685
-7.882E-11,77.043,78.815
-7.901E-11,77.064,79.010
-7.926E-11,77.074,79.261
-7.953E-11,77.082,79.534
-7.978E-11,77.086,79.782
-7.997E-11,77.083,79.966
-8.008E-11,77.090,80.075
-8.014E-11,77.099,80.143
-8.022E-11,77.102,80.220
-8.029E-11,77.102,80.286
-8.035E-11,77.111,80.350
-8.041E-11,77.123,80.410
-8.049E-11,77.123,80.489
-8.056E-11,77.139,80.564
-8.067E-11,77.155,80.668
-8.082E-11,77.167,80.818
-8.100E-11,77.176,81.000
-8.117E-11,77.185,81.172
-8.134E-11,77.197,81.343
-8.151E-11,77.209,81.514
-8.168E-11,77.225,81.684
-8.186E-11,77.249,81.862
-8.208E-11,77.257,82.076
-8.230E-11,77.266,82.299
-8.251E-11,77.276,82.509
-8.270E-11,77.286,82.695
-8.286E-11,77.312,82.860
-8.305E-11,77.334,83.047
-8.328E-11,77.342,83.276
-8.353E-11,77.345,83.525
-8.373E-11,77.345,83.734
-8.388E-11,77.353,83.878
-8.397E-11,77.360,83.975
-8.406E-11,77.371,84.058
-8.415E-11,77.391,84.145
-8.428E-11,77.413,84.282
-8.447E-11,77.424,84.474
-8.468E-11,77.434,84.681
-8.487E-11,77.438,84.872
-8.503E-11,77.447,85.028
-8.515E-11,77.455,85.153
-8.527E-11,77.459,85.273
-8.537E-11,77.464,85.366
-8.545E-11,77.476,85.448
-8.553E-11,77.485,85.534
-8.564E-11,77.495,85.642
-8.574E-11,77.492,85.738
-8.583E-11,77.496,85.827
-8.589E-11,77.518,85.892
-8.597E-11,77.514,85.965
-8.604E-11,77.515,86.045
-8.611E-11,77.518,86.110
-8.616E-11,77.518,86.162
-8.618E-11,77.518,86.184
-8.620E-11,77.510,86.196
-8.620E-11,77.519,86.198
-8.619E-11,77.525,86.189
-8.620E-11,77.551,86.201
-8.628E-11,77.569,86.280
-8.642E-11,77.578,86.425
-8.661E-11,77.593,86.606
-8.678E-11,77.614,86.782
-8.698E-11,77.634,86.983
-8.720E-11,77.644,87.203
-8.742E-11,77.663,87.420
-8.763E-11,77.686,87.633
-8.787E-11,77.717,87.868
-8.814E-11,77.741,88.138
-8.844E-11,77.754,88.444
-8.874E-11,77.782,88.743
-8.903E-11,77.814,89.031
-8.934E-11,77.824,89.344
-8.964E-11,77.832,89.639
-8.987E-11,77.829,89.872
-9.004E-11,77.847,90.037
-9.017E-11,77.858,90.170
-9.029E-11,77.848,90.294
-9.036E-11,77.790,90.359
-9.026E-11,77.761,90.261
-9.001E-11,77.754,90.010
-8.972E-11,77.754,89.715
-8.946E-11,77.763,89.457
-8.929E-11,77.804,89.292
-8.932E-11,77.843,89.316
-8.951E-11,77.871,89.513
-8.982E-11,77.911,89.820
-9.018E-11,77.952,90.184
-9.060E-11,77.984,90.598
-9.102E-11,78.023,91.017
-9.145E-11,78.057,91.455
-9.187E-11,78.076,91.874
-9.225E-11,78.101,92.246
-9.257E-11,78.132,92.574
-9.287E-11,78.138,92.872
-9.313E-11,78.173,93.131
-9.340E-11,78.209,93.403
-9.370E-11,78.242,93.699
-9.401E-11,78.271,94.008
-9.433E-11,78.293,94.326
-9.462E-11,78.300,94.621
-9.486E-11,78.308,94.860
-9.504E-11,78.311,95.042
-9.517E-11,78.311,95.169
-9.524E-11,78.316,95.243
-9.528E-11,78.327,95.284
-9.533E-11,78.347,95.329
-9.540E-11,78.368,95.398
-9.550E-11,78.381,95.504
-9.562E-11,78.386,95.623
-9.573E-11,78.388,95.732
-9.581E-11,78.388,95.811
-9.586E-11,78.396,95.859
-9.589E-11,78.408,95.886
-9.592E-11,78.408,95.921
-9.597E-11,78.431,95.966
-9.604E-11,78.446,96.036
-9.612E-11,78.453,96.118
-9.621E-11,78.456,96.206
-9.627E-11,78.464,96.274
-9.633E-11,78.471,96.333
-9.638E-11,78.477,96.381
-9.642E-11,78.490,96.423
-9.647E-11,78.493,96.470
-9.651E-11,78.496,96.514
-9.656E-11,78.507,96.556
-9.660E-11,78.515,96.596
-9.664E-11,78.527,96.640
-9.669E-11,78.537,96.695
-9.675E-11,78.555,96.754
-9.682E-11,78.561,96.824
-9.691E-11,78.571,96.907
-9.698E-11,78.581,96.984
-9.706E-11,78.595,97.060
-9.714E-11,78.614,97.138
-9.723E-11,78.648,97.227
-9.735E-11,78.671,97.353
-9.751E-11,78.682,97.508
-9.766E-11,78.686,97.656
-9.778E-11,78.701,97.785
-9.789E-11,78.714,97.890
-9.798E-11,78.727,97.981
-9.806E-11,78.736,98.065
-9.814E-11,78.740,98.137
-9.820E-11,78.742,98.200
-9.824E-11,78.744,98.237
-9.826E-11,78.755,98.264
-9.828E-11,78.763,98.285
-9.831E-11,78.771,98.313
-9.835E-11,78.785,98.348
-9.840E-11,78.795,98.399
-9.845E-11,78.801,98.446
-9.850E-11,78.809,98.503
-9.855E-11,78.821,98.553
-9.860E-11,78.833,98.605
-9.866E-11,78.847,98.655
-9.871E-11,78.864,98.710
-9.877E-11,78.870,98.773
-9.883E-11,78.877,98.834
-9.889E-11,78.890,98.891
-9.895E-11,78.904,98.951
-9.901E-11,78.911,99.009
-9.907E-11,78.923,99.066
-9.911E-11,78.927,99.113
-9.916E-11,78.935,99.162
-9.920E-11,78.952,99.202
-9.925E-11,78.973,99.253
-9.932E-11,78.991,99.321
-9.940E-11,79.030,99.395
-9.950E-11,79.052,99.503
-9.962E-11,79.061,99.621
-9.973E-11,79.075,99.729
-9.982E-11,79.096,99.819
-9.990E-11,79.108,99.897
-9.997E-11,79.122,99.966
-1.000E-10,79.132,100.027
-1.001E-10,79.161,100.090
-1.002E-10,79.178,100.154
-1.002E-10,79.200,100.219
-1.003E-10,79.213,100.293
-1.004E-10,79.225,100.361
-1.004E-10,79.231,100.424
-1.005E-10,79.259,100.467
-1.005E-10,79.305,100.516
-1.006E-10,79.332,100.580
-1.007E-10,79.343,100.654
-1.007E-10,79.350,100.727
-1.008E-10,79.386,100.790
-1.008E-10,79.410,100.838
-1.009E-10,79.412,100.891
-1.009E-10,79.427,100.937
-1.010E-10,79.450,100.970
-1.010E-10,79.471,100.998
-1.010E-10,79.486,101.027
-1.011E-10,79.519,101.055
-1.011E-10,79.563,101.091
-1.011E-10,79.584,101.125
-1.012E-10,79.592,101.163
-1.012E-10,79.596,101.200
-1.012E-10,79.598,101.215
-1.012E-10,79.587,101.226
-1.012E-10,79.601,101.225
-1.012E-10,79.600,101.215
-1.012E-10,79.635,101.207
-1.012E-10,79.672,101.204
-1.012E-10,79.694,101.213
-1.012E-10,79.726,101.223
-1.012E-10,79.757,101.235
-1.012E-10,79.791,101.237
-1.012E-10,79.843,101.242
-1.012E-10,79.878,101.234
-1.012E-10,79.906,101.216
-1.012E-10,79.929,101.185
-1.011E-10,79.970,101.147
-1.011E-10,80.010,101.111
-1.011E-10,80.048,101.056
-1.010E-10,80.077,100.997
-1.009E-10,80.112,100.928
-1.008E-10,80.147,100.846
-1.008E-10,80.172,100.759
-1.007E-10,80.188,100.670
-1.006E-10,80.187,100.579
-1.005E-10,80.197,100.504
-1.004E-10,80.198,100.439
-1.004E-10,80.198,100.396
-1.004E-10,80.198,100.365
-1.003E-10,80.198,100.340
-1.003E-10,80.193,100.325
-1.003E-10,80.201,100.306
-1.003E-10,80.197,100.299
-1.003E-10,80.197,100.295
-1.003E-10,80.195,100.284
-1.003E-10,80.197,100.274
-1.003E-10,80.204,100.270
-1.003E-10,80.197,100.263
-1.003E-10,80.200,100.259
-1.003E-10,80.199,100.257
-1.003E-10,80.214,100.251
-1.002E-10,80.226,100.240
-1.002E-10,80.233,100.217
-1.002E-10,80.234,100.193
-1.002E-10,80.228,100.167
-1.001E-10,80.240,100.149
-1.001E-10,80.259,100.130
-1.001E-10,80.268,100.102
-1.001E-10,80.276,100.077
-1.000E-10,80.297,100.036
-1.000E-10,80.289,100.001
-9.997E-11,80.308,99.968
-9.993E-11,80.332,99.933
-9.988E-11,80.348,99.884
-9.982E-11,80.361,99.824
-9.976E-11,80.391,99.763
-9.969E-11,80.407,99.693
-9.961E-11,80.420,99.613
-9.953E-11,80.439,99.530
-9.944E-11,80.458,99.442
-9.935E-11,80.493,99.350
-9.924E-11,80.510,99.240
-9.913E-11,80.542,99.126
-9.900E-11,80.560,98.996
-9.886E-11,80.568,98.864
-9.875E-11,80.577,98.749
-9.865E-11,80.586,98.648
-9.856E-11,80.592,98.563
-9.849E-11,80.612,98.491
-9.842E-11,80.627,98.421
-9.835E-11,80.628,98.345
-9.827E-11,80.635,98.270
-9.820E-11,80.637,98.203
-9.816E-11,80.637,98.157
-9.812E-11,80.636,98.123
-9.810E-11,80.637,98.100
-9.809E-11,80.635,98.087
-9.808E-11,80.636,98.084
-9.808E-11,80.637,98.079
-9.807E-11,80.636,98.071
-9.806E-11,80.638,98.064
-9.807E-11,80.638,98.067
-9.807E-11,80.639,98.066
-9.806E-11,80.637,98.065
-9.807E-11,80.641,98.065
